,ID,AEP_MW
103085,,
103086,,
103087,,
103088,,
103089,,
103090,,
103091,,
103092,,483.1471394710138
103093,,545.6500514491354
103094,,6364.854057339551
103095,,27717.53063327822
103096,,24920.89975000554
103097,,6028.947605303042
103098,,1311.3579971531296
103099,,
103100,,
103101,,
103102,,
103103,,
103104,,
103105,,
103106,,
103107,,
103108,,
103109,,
103110,,
103111,,
103112,,
103113,,
103114,,
103115,,
103116,,483.2302020295042
103117,,545.7438594956104
103118,,6365.948301761653
103119,,27722.295825538193
103120,,24925.184146049745
103121,,6029.984100755855
103122,,1311.5834455547483
103123,,
103124,,
103125,,
103126,,
103127,,
103128,,
103129,,
103130,,
103131,,
103132,,
103133,,
103134,,
103135,,
103136,,
103137,,
103138,,
103139,,
103140,,483.31326458799447
103141,,545.8376675420853
103142,,6367.042546183754
103143,,27727.06101779816
103144,,24929.468542093946
103145,,6031.020596208666
103146,,1311.8088939563668
103147,,
103148,,
103149,,
103150,,
103151,,
103152,,
103153,,
103154,,
103155,,
103156,,
103157,,
103158,,
103159,,
103160,,
103161,,
103162,,
103163,,
103164,,483.39632714648485
103165,,545.9314755885604
103166,,6368.136790605856
103167,,27731.826210058134
103168,,24933.75293813815
103169,,6032.057091661478
103170,,1312.0343423579852
103171,,
103172,,
103173,,
103174,,
103175,,
103176,,
103177,,
103178,,
103179,,
103180,,
103181,,
103182,,
103183,,
103184,,
103185,,
103186,,
103187,,
103188,,483.4793897049751
103189,,546.0252836350353
103190,,6369.231035027957
103191,,27736.591402318103
103192,,24938.03733418235
103193,,6033.09358711429
103194,,1312.259790759604
103195,,
103196,,
103197,,
103198,,
103199,,
103200,,
103201,,
103202,,
103203,,
103204,,
103205,,
103206,,
103207,,
103208,,
103209,,
103210,,
103211,,
103212,,483.5624522634655
103213,,546.1190916815103
103214,,6370.325279450059
103215,,27741.35659457808
103216,,24942.321730226555
103217,,6034.130082567102
103218,,1312.4852391612226
103219,,
103220,,
103221,,
103222,,
103223,,
103224,,
103225,,
103226,,
103227,,
103228,,
103229,,
103230,,
103231,,
103232,,
103233,,
103234,,
103235,,
103236,,483.6455148219559
103237,,546.2128997279854
103238,,6371.41952387216
103239,,27746.121786838055
103240,,24946.60612627076
103241,,6035.166578019915
103242,,1312.7106875628413
103243,,
103244,,
103245,,
103246,,
103247,,
103248,,
103249,,
103250,,
103251,,
103252,,
103253,,
103254,,
103255,,
103256,,
103257,,
103258,,
103259,,
103260,,483.7285773804462
103261,,546.3067077744604
103262,,6372.51376829426
103263,,27750.886979098024
103264,,24950.890522314956
103265,,6036.203073472725
103266,,1312.9361359644595
103267,,
103268,,
103269,,
103270,,
103271,,
103272,,
103273,,
103274,,
103275,,
103276,,
103277,,
103278,,
103279,,
103280,,
103281,,
103282,,
103283,,
103284,,483.8116399389366
103285,,546.4005158209353
103286,,6373.608012716362
103287,,27755.652171357997
103288,,24955.17491835916
103289,,6037.239568925538
103290,,1313.1615843660782
103291,,
103292,,
103293,,
103294,,
103295,,
103296,,
103297,,
103298,,
103299,,
103300,,
103301,,
103302,,
103303,,
103304,,
103305,,
103306,,
103307,,
103308,,483.8947024974269
103309,,546.4943238674103
103310,,6374.702257138462
103311,,27760.417363617966
103312,,24959.459314403357
103313,,6038.2760643783495
103314,,1313.3870327676968
103315,,
103316,,
103317,,
103318,,
103319,,
103320,,
103321,,
103322,,
103323,,
103324,,
103325,,
103326,,
103327,,
103328,,
103329,,
103330,,
103331,,
103332,,483.9777650559173
103333,,546.5881319138854
103334,,6375.796501560564
103335,,27765.18255587794
103336,,24963.74371044756
103337,,6039.312559831162
103338,,1313.6124811693153
103339,,
103340,,
103341,,
103342,,
103343,,
103344,,
103345,,
103346,,
103347,,
103348,,
103349,,
103350,,
103351,,
103352,,
103353,,
103354,,
103355,,
103356,,484.0608276144077
103357,,546.6819399603603
103358,,6376.890745982666
103359,,27769.947748137914
103360,,24968.028106491765
103361,,6040.349055283974
103362,,1313.837929570934
103363,,
103364,,
103365,,
103366,,
103367,,
103368,,
103369,,
103370,,
103371,,
103372,,
103373,,
103374,,
103375,,
103376,,
103377,,
103378,,
103379,,
103380,,484.14389017289807
103381,,546.7757480068353
103382,,6377.984990404767
103383,,27774.712940397883
103384,,24972.312502535966
103385,,6041.385550736785
103386,,1314.0633779725524
103387,,
103388,,
103389,,
103390,,
103391,,
103392,,
103393,,
103394,,
103395,,
103396,,
103397,,
103398,,
103399,,
103400,,
103401,,
103402,,
103403,,
103404,,484.22695273138845
103405,,546.8695560533104
103406,,6379.079234826869
103407,,27779.47813265786
103408,,24976.59689858017
103409,,6042.4220461895975
103410,,1314.288826374171
103411,,
103412,,
103413,,
103414,,
103415,,
103416,,
103417,,
103418,,
103419,,
103420,,
103421,,
103422,,
103423,,
103424,,
103425,,
103426,,
103427,,
103428,,484.3100152898787
103429,,546.9633640997853
103430,,6380.17347924897
103431,,27784.24332491783
103432,,24980.88129462437
103433,,6043.458541642409
103434,,1314.5142747757895
103435,,
103436,,
103437,,
103438,,
103439,,
103440,,
103441,,
103442,,
103443,,
103444,,
103445,,
103446,,
103447,,
103448,,
103449,,
103450,,
103451,,
103452,,484.3930778483691
103453,,547.0571721462603
103454,,6381.2677236710715
103455,,27789.0085171778
103456,,24985.165690668575
103457,,6044.495037095221
103458,,1314.7397231774082
103459,,
103460,,
103461,,
103462,,
103463,,
103464,,
103465,,
103466,,
103467,,
103468,,
103469,,
103470,,
103471,,
103472,,
103473,,
103474,,
103475,,
103476,,484.4761404068595
103477,,547.1509801927355
103478,,6382.361968093173
103479,,27793.773709437774
103480,,24989.45008671278
103481,,6045.531532548033
103482,,1314.965171579027
103483,,
103484,,
103485,,
103486,,
103487,,
103488,,
103489,,
103490,,
103491,,
103492,,
103493,,
103494,,
103495,,
103496,,
103497,,
103498,,
103499,,
103500,,484.55920296534975
103501,,547.2447882392103
103502,,6383.456212515273
103503,,27798.538901697742
103504,,24993.734482756976
103505,,6046.568028000845
103506,,1315.1906199806454
103507,,
103508,,
103509,,
103510,,
103511,,
103512,,
103513,,
103514,,
103515,,
103516,,
103517,,
103518,,
103519,,
103520,,
103521,,
103522,,
103523,,
103524,,484.64226552384014
103525,,547.3385962856853
103526,,6384.550456937375
103527,,27803.30409395772
103528,,24998.01887880118
103529,,6047.604523453657
103530,,1315.416068382264
103531,,
103532,,
103533,,
103534,,
103535,,
103536,,
103537,,
103538,,
103539,,
103540,,
103541,,
103542,,
103543,,
103544,,
103545,,
103546,,
103547,,
103548,,484.72532808233046
103549,,547.4324043321603
103550,,6385.644701359475
103551,,27808.069286217687
103552,,25002.303274845377
103553,,6048.641018906468
103554,,1315.6415167838825
103555,,
103556,,
103557,,
103558,,
103559,,
103560,,
103561,,
103562,,
103563,,
103564,,
103565,,
103566,,
103567,,
103568,,
103569,,
103570,,
103571,,
103572,,484.80839064082085
103573,,547.5262123786354
103574,,6386.738945781577
103575,,27812.834478477664
103576,,25006.58767088958
103577,,6049.67751435928
103578,,1315.8669651855012
103579,,
103580,,
103581,,
103582,,
103583,,
103584,,
103585,,
103586,,
103587,,
103588,,
103589,,
103590,,
103591,,
103592,,
103593,,
103594,,
103595,,
103596,,484.89145319931123
103597,,547.6200204251104
103598,,6387.833190203679
103599,,27817.599670737633
103600,,25010.872066933785
103601,,6050.714009812093
103602,,1316.0924135871198
103603,,
103604,,
103605,,
103606,,
103607,,
103608,,
103609,,
103610,,
103611,,
103612,,
103613,,
103614,,
103615,,
103616,,
103617,,
103618,,
103619,,
103620,,484.9745157578016
103621,,547.7138284715853
103622,,6388.92743462578
103623,,27822.364862997605
103624,,25015.156462977986
103625,,6051.750505264904
103626,,1316.3178619887383
103627,,
103628,,
103629,,
103630,,
103631,,
103632,,
103633,,
103634,,
103635,,
103636,,
103637,,
103638,,
103639,,
103640,,
103641,,
103642,,
103643,,
103644,,485.057578316292
103645,,547.8076365180603
103646,,6390.021679047882
103647,,27827.130055257574
103648,,25019.44085902219
103649,,6052.787000717716
103650,,1316.543310390357
103651,,
103652,,
103653,,
103654,,
103655,,
103656,,
103657,,
103658,,
103659,,
103660,,
103661,,
103662,,
103663,,
103664,,
103665,,
103666,,
103667,,
103668,,485.1406408747823
103669,,547.9014445645353
103670,,6391.115923469983
103671,,27831.895247517547
103672,,25023.72525506639
103673,,6053.8234961705275
103674,,1316.7687587919754
103675,,
103676,,
103677,,
103678,,
103679,,
103680,,
103681,,
103682,,
103683,,
103684,,
103685,,
103686,,
103687,,
103688,,
103689,,
103690,,
103691,,
103692,,485.2237034332727
103693,,547.9952526110103
103694,,6392.210167892084
103695,,27836.660439777515
103696,,25028.009651110595
103697,,6054.85999162334
103698,,1316.994207193594
103699,,
103700,,
103701,,
103702,,
103703,,
103704,,
103705,,
103706,,
103707,,
103708,,
103709,,
103710,,
103711,,
103712,,
103713,,
103714,,
103715,,
103716,,485.3067659917631
103717,,548.0890606574853
103718,,6393.304412314186
103719,,27841.42563203749
103720,,25032.2940471548
103721,,6055.896487076152
103722,,1317.2196555952128
103723,,
103724,,
103725,,
103726,,
103727,,
103728,,
103729,,
103730,,
103731,,
103732,,
103733,,
103734,,
103735,,
103736,,
103737,,
103738,,
103739,,
103740,,485.38982855025336
103741,,548.1828687039604
103742,,6394.398656736286
103743,,27846.19082429746
103744,,25036.578443198996
103745,,6056.932982528963
103746,,1317.4451039968312
103747,,
103748,,
103749,,
103750,,
103751,,
103752,,
103753,,
103754,,
103755,,
103756,,
103757,,
103758,,
103759,,
103760,,
103761,,
103762,,
103763,,
103764,,485.47289110874374
103765,,548.2766767504354
103766,,6395.492901158388
103767,,27850.956016557437
103768,,25040.8628392432
103769,,6057.9694779817755
103770,,1317.6705523984497
103771,,
103772,,
103773,,
103774,,
103775,,
103776,,
103777,,
103778,,
103779,,
103780,,
103781,,
103782,,
103783,,
103784,,
103785,,
103786,,
103787,,
103788,,485.555953667234
103789,,548.3704847969102
103790,,6396.587145580488
103791,,27855.72120881741
103792,,25045.147235287397
103793,,6059.005973434587
103794,,1317.8960008000681
103795,,
103796,,
103797,,
103798,,
103799,,
103800,,
103801,,
103802,,
103803,,
103804,,
103805,,
103806,,
103807,,
103808,,
103809,,
103810,,
103811,,
103812,,485.6390162257244
103813,,548.4642928433854
103814,,6397.68139000259
103815,,27860.486401077378
103816,,25049.4316313316
103817,,6060.042468887399
103818,,1318.121449201687
103819,,
103820,,
103821,,
103822,,
103823,,
103824,,
103825,,
103826,,
103827,,
103828,,
103829,,
103830,,
103831,,
103832,,
103833,,
103834,,
103835,,
103836,,485.7220787842147
103837,,548.5581008898603
103838,,6398.775634424691
103839,,27865.25159333735
103840,,25053.7160273758
103841,,6061.078964340211
103842,,1318.3468976033053
103843,,
103844,,
103845,,
103846,,
103847,,
103848,,
103849,,
103850,,
103851,,
103852,,
103853,,
103854,,
103855,,
103856,,
103857,,
103858,,
103859,,
103860,,485.8051413427051
103861,,548.6519089363353
103862,,6399.869878846793
103863,,27870.01678559732
103864,,25058.000423420006
103865,,6062.115459793023
103866,,1318.572346004924
103867,,
103868,,
103869,,
103870,,
103871,,
103872,,
103873,,
103874,,
103875,,
103876,,
103877,,
103878,,
103879,,
103880,,
103881,,
103882,,
103883,,
103884,,485.8882039011955
103885,,548.7457169828103
103886,,6400.964123268895
103887,,27874.781977857296
103888,,25062.28481946421
103889,,6063.151955245835
103890,,1318.7977944065426
103891,,
103892,,
103893,,
103894,,
103895,,
103896,,
103897,,
103898,,
103899,,
103900,,
103901,,
103902,,
103903,,
103904,,
103905,,
103906,,
103907,,
103908,,485.97126645968586
103909,,548.8395250292854
103910,,6402.0583676909955
103911,,27879.547170117265
103912,,25066.56921550841
103913,,6064.188450698646
103914,,1319.0232428081613
103915,,
103916,,
103917,,
103918,,
103919,,
103920,,
103921,,
103922,,
103923,,
103924,,
103925,,
103926,,
103927,,
103928,,
103929,,
103930,,
103931,,
103932,,486.05432901817625
103933,,548.9333330757603
103934,,6403.152612113097
103935,,27884.31236237724
103936,,25070.853611552615
103937,,6065.224946151458
103938,,1319.2486912097797
103939,,
103940,,
103941,,
103942,,
103943,,
103944,,
103945,,
103946,,
103947,,
103948,,
103949,,
103950,,
103951,,
103952,,
103953,,
103954,,
103955,,
103956,,486.1373915766666
103957,,549.0271411222352
103958,,6404.246856535197
103959,,27889.07755463721
103960,,25075.13800759681
103961,,6066.26144160427
103962,,1319.4741396113982
103963,,
103964,,
103965,,
103966,,
103967,,
103968,,
103969,,
103970,,
103971,,
103972,,
103973,,
103974,,
103975,,
103976,,
103977,,
103978,,
103979,,
103980,,486.22045413515696
103981,,549.1209491687104
103982,,6405.341100957299
103983,,27893.842746897182
103984,,25079.422403641016
103985,,6067.297937057082
103986,,1319.6995880130169
103987,,
103988,,
103989,,
103990,,
103991,,
103992,,
103993,,
103994,,
103995,,
103996,,
103997,,
103998,,
103999,,
104000,,
104001,,
104002,,
104003,,
104004,,486.30351669364734
104005,,549.2147572151853
104006,,6406.435345379401
104007,,27898.607939157155
104008,,25083.70679968522
104009,,6068.334432509895
104010,,1319.9250364146355
104011,,
104012,,
104013,,
104014,,
104015,,
104016,,
104017,,
104018,,
104019,,
104020,,
104021,,
104022,,
104023,,
104024,,
104025,,
104026,,
104027,,
104028,,486.3865792521376
104029,,549.3085652616603
104030,,6407.529589801501
104031,,27903.373131417124
104032,,25087.991195729417
104033,,6069.3709279627055
104034,,1320.150484816254
104035,,
104036,,
104037,,
104038,,
104039,,
104040,,
104041,,
104042,,
104043,,
104044,,
104045,,
104046,,
104047,,
104048,,
104049,,
104050,,
104051,,
104052,,486.469641810628
104053,,549.4023733081353
104054,,6408.623834223603
104055,,27908.1383236771
104056,,25092.27559177362
104057,,6070.407423415518
104058,,1320.3759332178727
104059,,
104060,,
104061,,
104062,,
104063,,
104064,,
104065,,
104066,,
104067,,
104068,,
104069,,
104070,,
104071,,
104072,,
104073,,
104074,,
104075,,
104076,,486.55270436911826
104077,,549.4961813546103
104078,,6409.718078645704
104079,,27912.90351593707
104080,,25096.559987817825
104081,,6071.443918868329
104082,,1320.6013816194911
104083,,
104084,,
104085,,
104086,,
104087,,
104088,,
104089,,
104090,,
104091,,
104092,,
104093,,
104094,,
104095,,
104096,,
104097,,
104098,,
104099,,
104100,,486.63576692760864
104101,,549.5899894010853
104102,,6410.812323067806
104103,,27917.668708197045
104104,,25100.844383862026
104105,,6072.480414321142
104106,,1320.8268300211098
104107,,
104108,,
104109,,
104110,,
104111,,
104112,,
104113,,
104114,,
104115,,
104116,,
104117,,
104118,,
104119,,
104120,,
104121,,
104122,,
104123,,
104124,,486.718829486099
104125,,549.6837974475603
104126,,6411.9065674899075
104127,,27922.433900457017
104128,,25105.12877990623
104129,,6073.516909773954
104130,,1321.0522784227285
104131,,
104132,,
104133,,
104134,,
104135,,
104136,,
104137,,
104138,,
104139,,
104140,,
104141,,
104142,,
104143,,
104144,,
104145,,
104146,,
104147,,
104148,,486.8018920445894
104149,,549.7776054940352
104150,,6413.000811912008
104151,,27927.199092716986
104152,,25109.41317595043
104153,,6074.553405226765
104154,,1321.277726824347
104155,,
104156,,
104157,,
104158,,
104159,,
104160,,
104161,,
104162,,
104163,,
104164,,
104165,,
104166,,
104167,,
104168,,
104169,,
104170,,
104171,,
104172,,486.8849546030798
104173,,549.8714135405103
104174,,6414.09505633411
104175,,27931.96428497696
104176,,25113.697571994635
104177,,6075.589900679578
104178,,1321.5031752259656
104179,,
104180,,
104181,,
104182,,
104183,,
104184,,
104185,,
104186,,
104187,,
104188,,
104189,,
104190,,
104191,,
104192,,
104193,,
104194,,
104195,,
104196,,486.9680171615701
104197,,549.9652215869853
104198,,6415.18930075621
104199,,27936.729477236928
104200,,25117.98196803884
104201,,6076.626396132389
104202,,1321.728623627584
104203,,
104204,,
104205,,
104206,,
104207,,
104208,,
104209,,
104210,,
104211,,
104212,,
104213,,
104214,,
104215,,
104216,,
104217,,
104218,,
104219,,
104220,,487.0510797200605
104221,,550.0590296334602
104222,,6416.283545178312
104223,,27941.494669496904
104224,,25122.266364083036
104225,,6077.662891585202
104226,,1321.9540720292027
104227,,
104228,,
104229,,
104230,,
104231,,
104232,,
104233,,
104234,,
104235,,
104236,,
104237,,
104238,,
104239,,
104240,,
104241,,
104242,,
104243,,
104244,,487.1341422785509
104245,,550.1528376799354
104246,,6417.377789600414
104247,,27946.25986175688
104248,,25126.55076012724
104249,,6078.699387038013
104250,,1322.1795204308214
104251,,
104252,,
104253,,
104254,,
104255,,
104256,,
104257,,
104258,,
104259,,
104260,,
104261,,
104262,,
104263,,
104264,,
104265,,
104266,,
104267,,
104268,,487.2172048370412
104269,,550.2466457264103
104270,,6418.472034022514
104271,,27951.02505401685
104272,,25130.835156171437
104273,,6079.735882490825
104274,,1322.4049688324399
104275,,
104276,,
104277,,
104278,,
104279,,
104280,,
104281,,
104282,,
104283,,
104284,,
104285,,
104286,,
104287,,
104288,,
104289,,
104290,,
104291,,
104292,,487.3002673955316
104293,,550.3404537728852
104294,,6419.566278444616
104295,,27955.79024627682
104296,,25135.11955221564
104297,,6080.7723779436365
104298,,1322.6304172340585
104299,,
104300,,
104301,,
104302,,
104303,,
104304,,
104305,,
104306,,
104307,,
104308,,
104309,,
104310,,
104311,,
104312,,
104313,,
104314,,
104315,,
104316,,487.38332995402186
104317,,550.4342618193602
104318,,6420.660522866717
104319,,27960.55543853679
104320,,25139.403948259845
104321,,6081.808873396449
104322,,1322.855865635677
104323,,
104324,,
104325,,
104326,,
104327,,
104328,,
104329,,
104330,,
104331,,
104332,,
104333,,
104334,,
104335,,
104336,,
104337,,
104338,,
104339,,
104340,,487.46639251251224
104341,,550.5280698658353
104342,,6421.754767288819
104343,,27965.320630796763
104344,,25143.688344304046
104345,,6082.84536884926
104346,,1323.0813140372954
104347,,
104348,,
104349,,
104350,,
104351,,
104352,,
104353,,
104354,,
104355,,
104356,,
104357,,
104358,,
104359,,
104360,,
104361,,
104362,,
104363,,
104364,,487.5494550710026
104365,,550.6218779123103
104366,,6422.84901171092
104367,,27970.08582305674
104368,,25147.97274034825
104369,,6083.881864302073
104370,,1323.3067624389141
104371,,
104372,,
104373,,
104374,,
104375,,
104376,,
104377,,
104378,,
104379,,
104380,,
104381,,
104382,,
104383,,
104384,,
104385,,
104386,,
104387,,
104388,,487.6325176294929
104389,,550.7156859587852
104390,,6423.943256133021
104391,,27974.851015316708
104392,,25152.25713639245
104393,,6084.918359754884
104394,,1323.5322108405326
104395,,
104396,,
104397,,
104398,,
104399,,
104400,,
104401,,
104402,,
104403,,
104404,,
104405,,
104406,,
104407,,
104408,,
104409,,
104410,,
104411,,
104412,,487.7155801879833
104413,,550.8094940052604
104414,,6425.037500555123
104415,,27979.616207576684
104416,,25156.541532436655
104417,,6085.954855207696
104418,,1323.7576592421515
104419,,
104420,,
104421,,
104422,,
104423,,
104424,,
104425,,
104426,,
104427,,
104428,,
104429,,
104430,,
104431,,
104432,,
104433,,
104434,,
104435,,
104436,,487.79864274647366
104437,,550.9033020517352
104438,,6426.131744977223
104439,,27984.381399836653
104440,,25160.82592848086
104441,,6086.991350660508
104442,,1323.9831076437697
104443,,
104444,,
104445,,
104446,,
104447,,
104448,,
104449,,
104450,,
104451,,
104452,,
104453,,
104454,,
104455,,
104456,,
104457,,
104458,,
104459,,
104460,,487.88170530496404
104461,,550.9971100982102
104462,,6427.225989399325
104463,,27989.146592096626
104464,,25165.110324525056
104465,,6088.02784611332
104466,,1324.2085560453884
104467,,
104468,,
104469,,
104470,,
104471,,
104472,,
104473,,
104474,,
104475,,
104476,,
104477,,
104478,,
104479,,
104480,,
104481,,
104482,,
104483,,
104484,,487.96476786345437
104485,,551.0909181446852
104486,,6428.320233821425
104487,,27993.911784356595
104488,,25169.39472056926
104489,,6089.064341566132
104490,,1324.4340044470068
104491,,
104492,,
104493,,
104494,,
104495,,
104496,,
104497,,
104498,,
104499,,
104500,,
104501,,
104502,,
104503,,
104504,,
104505,,
104506,,
104507,,
104508,,488.04783042194475
104509,,551.1847261911603
104510,,6429.414478243527
104511,,27998.676976616567
104512,,25173.679116613464
104513,,6090.100837018943
104514,,1324.6594528486257
104515,,
104516,,
104517,,
104518,,
104519,,
104520,,
104521,,
104522,,
104523,,
104524,,
104525,,
104526,,
104527,,
104528,,
104529,,
104530,,
104531,,
104532,,488.13089298043514
104533,,551.2785342376353
104534,,6430.508722665629
104535,,28003.442168876543
104536,,25177.96351265766
104537,,6091.137332471756
104538,,1324.8849012502442
104539,,
104540,,
104541,,
104542,,
104543,,
104544,,
104545,,
104546,,
104547,,
104548,,
104549,,
104550,,
104551,,
104552,,
104553,,
104554,,
104555,,
104556,,488.21395553892546
104557,,551.3723422841102
104558,,6431.60296708773
104559,,28008.207361136512
104560,,25182.247908701866
104561,,6092.173827924567
104562,,1325.1103496518626
104563,,
104564,,
104565,,
104566,,
104567,,
104568,,
104569,,
104570,,
104571,,
104572,,
104573,,
104574,,
104575,,
104576,,
104577,,
104578,,
104579,,
104580,,488.29701809741584
104581,,551.4661503305853
104582,,6432.6972115098315
104583,,28012.97255339649
104584,,25186.532304746066
104585,,6093.21032337738
104586,,1325.3357980534813
104587,,
104588,,
104589,,
104590,,
104591,,
104592,,
104593,,
104594,,
104595,,
104596,,
104597,,
104598,,
104599,,
104600,,
104601,,
104602,,
104603,,
104604,,488.3800806559061
104605,,551.5599583770602
104606,,6433.791455931932
104607,,28017.737745656457
104608,,25190.81670079027
104609,,6094.24681883019
104610,,1325.5612464551
104611,,
104612,,
104613,,
104614,,
104615,,
104616,,
104617,,
104618,,
104619,,
104620,,
104621,,
104622,,
104623,,
104624,,
104625,,
104626,,
104627,,
104628,,488.4631432143965
104629,,551.6537664235352
104630,,6434.885700354034
104631,,28022.50293791643
104632,,25195.101096834474
104633,,6095.283314283003
104634,,1325.7866948567184
104635,,
104636,,
104637,,
104638,,
104639,,
104640,,
104641,,
104642,,
104643,,
104644,,
104645,,
104646,,
104647,,
104648,,
104649,,
104650,,
104651,,
104652,,488.5462057728869
104653,,551.7475744700102
104654,,6435.979944776136
104655,,28027.268130176402
104656,,25199.385492878675
104657,,6096.319809735815
104658,,1326.0121432583371
104659,,
104660,,
104661,,
104662,,
104663,,
104664,,
104665,,
104666,,
104667,,
104668,,
104669,,
104670,,
104671,,
104672,,
104673,,
104674,,
104675,,
104676,,488.62926833137715
104677,,551.8413825164853
104678,,6437.074189198236
104679,,28032.03332243637
104680,,25203.66988892288
104681,,6097.356305188627
104682,,1326.2375916599556
104683,,
104684,,
104685,,
104686,,
104687,,
104688,,
104689,,
104690,,
104691,,
104692,,
104693,,
104694,,
104695,,
104696,,
104697,,
104698,,
104699,,
104700,,488.71233088986753
104701,,551.9351905629603
104702,,6438.168433620338
104703,,28036.798514696347
104704,,25207.954284967076
104705,,6098.392800641439
104706,,1326.4630400615742
104707,,
104708,,
104709,,
104710,,
104711,,
104712,,
104713,,
104714,,
104715,,
104716,,
104717,,
104718,,
104719,,
104720,,
104721,,
104722,,
104723,,
104724,,488.7953934483579
104725,,552.0289986094351
104726,,6439.262678042438
104727,,28041.563706956316
104728,,25212.23868101128
104729,,6099.42929609425
104730,,1326.6884884631927
104731,,
104732,,
104733,,
104734,,
104735,,
104736,,
104737,,
104738,,
104739,,
104740,,
104741,,
104742,,
104743,,
104744,,
104745,,
104746,,
104747,,
104748,,488.8784560068483
104749,,552.1228066559103
104750,,6440.35692246454
104751,,28046.328899216292
104752,,25216.523077055484
104753,,6100.4657915470625
104754,,1326.9139368648114
104755,,
104756,,
104757,,
104758,,
104759,,
104760,,
104761,,
104762,,
104763,,
104764,,
104765,,
104766,,
104767,,
104768,,
104769,,
104770,,
104771,,
104772,,488.9615185653387
104773,,552.2166147023853
104774,,6441.451166886641
104775,,28051.09409147626
104776,,25220.80747309968
104777,,6101.502286999875
104778,,1327.13938526643
104779,,
104780,,
104781,,
104782,,
104783,,
104784,,
104785,,
104786,,
104787,,
104788,,
104789,,
104790,,
104791,,
104792,,
104793,,
104794,,
104795,,
104796,,489.044581123829
104797,,552.3104227488602
104798,,6442.545411308743
104799,,28055.859283736234
104800,,25225.091869143886
104801,,6102.538782452686
104802,,1327.3648336680485
104803,,
104804,,
104805,,
104806,,
104807,,
104808,,
104809,,
104810,,
104811,,
104812,,
104813,,
104814,,
104815,,
104816,,
104817,,
104818,,
104819,,
104820,,489.1276436823194
104821,,552.4042307953353
104822,,6443.639655730844
104823,,28060.624475996203
104824,,25229.376265188086
104825,,6103.575277905498
104826,,1327.5902820696672
104827,,
104828,,
104829,,
104830,,
104831,,
104832,,
104833,,
104834,,
104835,,
104836,,
104837,,
104838,,
104839,,
104840,,
104841,,
104842,,
104843,,
104844,,489.2107062408097
104845,,552.4980388418103
104846,,6444.733900152945
104847,,28065.389668256175
104848,,25233.66066123229
104849,,6104.61177335831
104850,,1327.8157304712854
104851,,
104852,,
104853,,
104854,,
104855,,
104856,,
104857,,
104858,,
104859,,
104860,,
104861,,
104862,,
104863,,
104864,,
104865,,
104866,,
104867,,
104868,,489.2937687993001
104869,,552.5918468882852
104870,,6445.828144575047
104871,,28070.154860516144
104872,,25237.945057276494
104873,,6105.648268811122
104874,,1328.0411788729043
104875,,
104876,,
104877,,
104878,,
104879,,
104880,,
104881,,
104882,,
104883,,
104884,,
104885,,
104886,,
104887,,
104888,,
104889,,
104890,,
104891,,
104892,,489.3768313577905
104893,,552.6856549347602
104894,,6446.922388997147
104895,,28074.92005277612
104896,,25242.229453320695
104897,,6106.684764263934
104898,,1328.2666272745228
104899,,
104900,,
104901,,
104902,,
104903,,
104904,,
104905,,
104906,,
104907,,
104908,,
104909,,
104910,,
104911,,
104912,,
104913,,
104914,,
104915,,
104916,,489.45989391628075
104917,,552.7794629812353
104918,,6448.016633419249
104919,,28079.68524503609
104920,,25246.5138493649
104921,,6107.721259716745
104922,,1328.4920756761414
104923,,
104924,,
104925,,
104926,,
104927,,
104928,,
104929,,
104930,,
104931,,
104932,,
104933,,
104934,,
104935,,
104936,,
104937,,
104938,,
104939,,
104940,,489.54295647477113
104941,,552.8732710277102
104942,,6449.110877841351
104943,,28084.450437296066
104944,,25250.798245409103
104945,,6108.757755169558
104946,,1328.71752407776
104947,,
104948,,
104949,,
104950,,
104951,,
104952,,
104953,,
104954,,
104955,,
104956,,
104957,,
104958,,
104959,,
104960,,
104961,,
104962,,
104963,,
104964,,489.6260190332615
104965,,552.9670790741852
104966,,6450.205122263451
104967,,28089.215629556034
104968,,25255.0826414533
104969,,6109.794250622369
104970,,1328.9429724793786
104971,,
104972,,
104973,,
104974,,
104975,,
104976,,
104977,,
104978,,
104979,,
104980,,
104981,,
104982,,
104983,,
104984,,
104985,,
104986,,
104987,,
104988,,489.7090815917519
104989,,553.0608871206603
104990,,6451.299366685553
104991,,28093.980821816007
104992,,25259.367037497504
104993,,6110.830746075181
104994,,1329.168420880997
104995,,
104996,,
104997,,
104998,,
104999,,
105000,,
105001,,
105002,,
105003,,
105004,,
105005,,
105006,,
105007,,
105008,,
105009,,
105010,,
105011,,
105012,,489.7921441502423
105013,,553.1546951671353
105014,,6452.393611107654
105015,,28098.74601407598
105016,,25263.6514335417
105017,,6111.867241527993
105018,,1329.393869282616
105019,,
105020,,
105021,,
105022,,
105023,,
105024,,
105025,,
105026,,
105027,,
105028,,
105029,,
105030,,
105031,,
105032,,
105033,,
105034,,
105035,,
105036,,489.87520670873255
105037,,553.2485032136102
105038,,6453.4878555297555
105039,,28103.51120633595
105040,,25267.935829585906
105041,,6112.903736980805
105042,,1329.6193176842341
105043,,
105044,,
105045,,
105046,,
105047,,
105048,,
105049,,
105050,,
105051,,
105052,,
105053,,
105054,,
105055,,
105056,,
105057,,
105058,,
105059,,
105060,,489.95826926722293
105061,,553.3423112600852
